 
p
l 44 2
-7.561543,-2.775659
6.800762,-5.675668
-11.477441,-3.063533
-7.979906,-4.732139
-6.764408,-2.862279
-3.557507,-4.370516
-5.019497,-5.037302
-5.695165,-0.496235
3.456630,-4.982502
2.613096,-2.304583
5.085554,-5.511540
8.730537,0.593706
2.741064,1.511334
1.170122,-0.220160
-1.030141,1.269228
-0.920538,2.784877
-1.351224,3.631177
-4.797931,1.895063
-5.846469,3.420607
-5.311386,-1.778115
-3.179876,2.581633
0.423710,-0.581024
0.925375,2.620286
1.833290,-1.054266
-0.300970,4.093313
-1.160979,-0.420203
1.890088,0.908022
0.078042,-2.145356
3.071265,1.813028
3.480573,2.274714
5.629557,5.422176
2.108986,7.660382
-0.625127,6.381573
0.269398,8.230834
-0.566960,9.456546
-2.887413,8.125942
-3.216322,13.622301
-1.310548,8.978450
-1.766574,7.290487
3.503005,6.379075
0.142832,6.403400
5.736513,6.234644
8.910826,8.077143
4.551924,7.701576
L 0.098674
I 850
u 84987
S 0
