 
p
l 44 2
-6.656409,-1.124208
-10.087185,0.228306
-9.360791,-1.919485
-5.037674,-5.463335
-3.921296,0.559281
-3.486838,0.277097
-3.877898,-4.474729
-0.172137,-3.746616
-2.261289,4.429122
2.833725,-3.010736
10.080962,-1.807952
8.043544,-3.207315
3.532421,0.052302
0.650366,4.012640
0.725510,2.775830
-2.035966,3.801598
-1.179901,6.100696
-3.394592,2.887066
-2.627681,3.007234
-3.262722,-1.003867
-1.338343,5.494911
0.358796,-0.501143
0.873510,6.098249
1.986371,0.476526
3.752737,0.960242
1.288494,-0.834630
2.166756,-0.742913
7.065272,1.295110
6.190599,3.613313
6.389146,4.554725
8.130597,5.172434
5.559346,5.395228
2.368453,3.229789
4.466635,8.542349
3.544082,10.340468
0.054139,8.281019
-5.575422,11.685647
3.937517,3.650146
3.399283,4.350194
6.995187,6.624364
4.716452,6.057380
7.500105,6.001390
5.974152,10.128730
8.139137,6.276009
L 0.099425
I 5946
u 1681744
S 0
