 
p
l 44 2
-5.691424,-4.303284
-9.236128,-2.472135
-8.949786,-5.059037
-9.481945,-3.212864
-5.860432,-2.456593
-3.147974,-3.472956
-4.479419,-4.729014
-0.875093,-4.267672
2.164178,-4.968091
2.161407,-4.187648
7.472012,-4.669056
8.707946,-1.582392
3.243386,0.805762
1.900505,1.104247
0.442244,1.804385
-1.880764,1.612060
-2.636711,3.948761
-3.718670,1.821571
-5.186634,2.417779
-6.313643,0.548850
-3.433568,3.531918
-1.070951,1.169401
-0.859868,3.368244
2.130627,2.544437
1.385742,2.318367
0.118549,-0.367330
0.920227,-0.807645
5.294883,-1.278847
3.882562,1.975317
6.000114,1.409325
7.370904,4.844758
3.512828,6.627436
1.204110,5.725385
0.571611,8.466438
0.815206,10.081582
-1.761442,7.896973
-4.004840,12.623302
-0.672965,7.811903
-0.809508,6.843617
3.995899,7.556915
2.378131,6.609245
5.783127,5.827070
7.803509,8.086127
6.661480,6.397903
L 0.046241
I 14200
u 1406786
S 0
