 
p
l 44 2
-6.057528,-6.076292
-3.985871,-9.605898
-6.689919,-9.360568
-4.916727,-9.746979
-4.225252,-6.160296
-5.336190,-3.497676
-6.535861,-4.880084
-6.224003,-1.260942
-7.046367,1.751277
-6.260958,1.776976
-6.963981,7.061005
-3.921369,8.426981
-1.316162,3.061703
-0.967992,1.730903
-0.211039,0.302948
-0.308026,-2.025742
2.062964,-2.692879
-0.018590,-3.853877
0.629008,-5.296652
-1.185050,-6.503835
1.666562,-3.503900
-0.780096,-1.236924
1.405430,-0.931427
0.470095,2.020074
0.273789,1.262429
-2.365343,-0.107588
-2.836408,0.673910
-3.477075,5.026559
-0.174816,3.743297
-0.818839,5.838346
2.558932,7.345937
4.490816,3.560968
3.684897,1.220032
6.444970,0.693981
8.046830,1.013350
5.965849,-1.656294
10.782572,-3.701319
5.841350,-0.579591
4.876395,-0.745478
5.401586,4.081447
4.523926,2.424299
3.587353,5.801361
5.772558,7.910036
4.137580,6.696418
L 0.046239
I 1000
u 302954
S 1000
